countries,commodity_name,currency_name,mp_price,population,year,hdi
Indonesia,Chili (red) - Retail,IDR,30305.75,259091970.0,2015,0.695
Indonesia,Chili (red) - Retail,IDR,39507.24216525573,261850182.0,2016,0.699
Indonesia,Chili (red) - Retail,IDR,35843.45011098266,264498852.0,2017,0.704
Indonesia,Chili (red) - Retail,IDR,41590.416666666664,267066843.0,2018,0.71
Indonesia,Chili (red) - Retail,IDR,48272.666666666664,269582878.0,2019,0.716
Indonesia,Chili (red) - Retail,IDR,35016.78907889273,271857970.0,2020,0.709
Indonesia,"Chili (red, curly) - Retail",IDR,39213.41053376866,261850182.0,2016,0.699
Indonesia,"Chili (red, curly) - Retail",IDR,38027.1936516129,264498852.0,2017,0.704
Indonesia,"Chili (red, curly) - Retail",IDR,33754.976649329896,271857970.0,2020,0.709
Indonesia,"Chili (red, large) - Retail",IDR,38737.45762704402,261850182.0,2016,0.699
Indonesia,"Chili (red, large) - Retail",IDR,34024.494860839164,264498852.0,2017,0.704
Indonesia,"Chili (red, large) - Retail",IDR,36735.314830755175,271857970.0,2020,0.709
Indonesia,Eggs (broiler) - Retail,IDR,21429.302865405403,261850182.0,2016,0.699
Indonesia,Eggs (broiler) - Retail,IDR,20266.96302839506,264498852.0,2017,0.704
Indonesia,Eggs (broiler) - Retail,IDR,24654.018122178215,271857970.0,2020,0.709
Indonesia,Eggs - Retail,IDR,9229.280233333333,234858289.0,2007,0.643
Indonesia,Eggs - Retail,IDR,12504.0,237936543.0,2008,0.646
Indonesia,Eggs - Retail,IDR,12760.856975,240981299.0,2009,0.657
Indonesia,Eggs - Retail,IDR,13242.166666666666,244016173.0,2010,0.664
Indonesia,Eggs - Retail,IDR,14697.5,247099697.0,2011,0.671
Indonesia,Eggs - Retail,IDR,15773.083333333334,250222695.0,2012,0.678
Indonesia,Eggs - Retail,IDR,17347.0,253275918.0,2013,0.683
Indonesia,Eggs - Retail,IDR,17769.083333333332,256229761.0,2014,0.687
Indonesia,Eggs - Retail,IDR,19648.416666666668,259091970.0,2015,0.695
Indonesia,Eggs - Retail,IDR,21407.260160670194,261850182.0,2016,0.699
Indonesia,Eggs - Retail,IDR,20284.248616184974,264498852.0,2017,0.704
Indonesia,Eggs - Retail,IDR,22630.833333333332,267066843.0,2018,0.71
Indonesia,Eggs - Retail,IDR,22907.333333333332,269582878.0,2019,0.716
Indonesia,Eggs - Retail,IDR,24653.25006979733,271857970.0,2020,0.709
Indonesia,Garlic (medium) - Retail,IDR,35383.754202162156,261850182.0,2016,0.699
Indonesia,Garlic (medium) - Retail,IDR,37487.37590123457,264498852.0,2017,0.704
Indonesia,Garlic (medium) - Retail,IDR,32232.185014653463,271857970.0,2020,0.709
Indonesia,Garlic - Retail,IDR,35385.042372972974,261850182.0,2016,0.699
Indonesia,Garlic - Retail,IDR,37487.37590123457,264498852.0,2017,0.704
Indonesia,Garlic - Retail,IDR,32231.790857178217,271857970.0,2020,0.709
Indonesia,Meat (beef) - Retail,IDR,49966.92621666667,234858289.0,2007,0.643
Indonesia,Meat (beef) - Retail,IDR,55832.083333333336,237936543.0,2008,0.646
Indonesia,Meat (beef) - Retail,IDR,60954.4573,240981299.0,2009,0.657
Indonesia,Meat (beef) - Retail,IDR,62894.25,244016173.0,2010,0.664
Indonesia,Meat (beef) - Retail,IDR,65904.41666666667,247099697.0,2011,0.671
Indonesia,Meat (beef) - Retail,IDR,72708.66666666667,250222695.0,2012,0.678
Indonesia,Meat (beef) - Retail,IDR,86962.75,253275918.0,2013,0.683
Indonesia,Meat (beef) - Retail,IDR,93043.83333333333,256229761.0,2014,0.687
Indonesia,Meat (beef) - Retail,IDR,98460.0,259091970.0,2015,0.695
Indonesia,Meat (beef) - Retail,IDR,114700.4829174812,261850182.0,2016,0.699
Indonesia,Meat (beef) - Retail,IDR,113403.77160314466,264498852.0,2017,0.704
Indonesia,Meat (beef) - Retail,IDR,107236.58333333333,267066843.0,2018,0.71
Indonesia,Meat (beef) - Retail,IDR,108382.83333333333,269582878.0,2019,0.716
Indonesia,Meat (beef) - Retail,IDR,117415.57533964593,271857970.0,2020,0.709
Indonesia,"Meat (beef, first quality) - Retail",IDR,118718.59737942308,261850182.0,2016,0.699
Indonesia,"Meat (beef, first quality) - Retail",IDR,117735.60945743244,264498852.0,2017,0.704
Indonesia,"Meat (beef, first quality) - Retail",IDR,121730.24169330092,271857970.0,2020,0.709
Indonesia,"Meat (beef, second quality) - Retail",IDR,109876.50362065218,261850182.0,2016,0.699
Indonesia,"Meat (beef, second quality) - Retail",IDR,109115.76595681818,264498852.0,2017,0.704
Indonesia,"Meat (beef, second quality) - Retail",IDR,112334.51894347306,271857970.0,2020,0.709
Indonesia,Meat (chicken) - Retail,IDR,31852.179969675093,261850182.0,2016,0.699
Indonesia,Meat (chicken) - Retail,IDR,30197.651448750003,264498852.0,2017,0.704
Indonesia,Meat (chicken) - Retail,IDR,32282.543758140702,271857970.0,2020,0.709
Indonesia,"Meat (chicken, broiler) - Retail",IDR,22987.733241666665,234858289.0,2007,0.643
Indonesia,"Meat (chicken, broiler) - Retail",IDR,28948.666666666668,237936543.0,2008,0.646
Indonesia,"Meat (chicken, broiler) - Retail",IDR,30499.22945833333,240981299.0,2009,0.657
Indonesia,"Meat (chicken, broiler) - Retail",IDR,27813.333333333332,244016173.0,2010,0.664
Indonesia,"Meat (chicken, broiler) - Retail",IDR,28639.416666666668,247099697.0,2011,0.671
Indonesia,"Meat (chicken, broiler) - Retail",IDR,30198.666666666668,250222695.0,2012,0.678
Indonesia,"Meat (chicken, broiler) - Retail",IDR,33458.083333333336,253275918.0,2013,0.683
Indonesia,"Meat (chicken, broiler) - Retail",IDR,34632.583333333336,256229761.0,2014,0.687
Indonesia,"Meat (chicken, broiler) - Retail",IDR,36866.416666666664,259091970.0,2015,0.695
Indonesia,"Meat (chicken, broiler) - Retail",IDR,31994.245229858654,261850182.0,2016,0.699
Indonesia,"Meat (chicken, broiler) - Retail",IDR,30752.451647953218,264498852.0,2017,0.704
Indonesia,"Meat (chicken, broiler) - Retail",IDR,43710.166666666664,267066843.0,2018,0.71
Indonesia,"Meat (chicken, broiler) - Retail",IDR,43241.75,269582878.0,2019,0.716
Indonesia,"Meat (chicken, broiler) - Retail",IDR,32277.60742368289,271857970.0,2020,0.709
Indonesia,Oil (vegetable) - Retail,IDR,13313.861939279279,261850182.0,2016,0.699
Indonesia,Oil (vegetable) - Retail,IDR,13854.86253765432,264498852.0,2017,0.704
Indonesia,Oil (vegetable) - Retail,IDR,13490.58235970297,271857970.0,2020,0.709
Indonesia,"Oil (vegetable, bulk) - Retail",IDR,11927.243157438796,261850182.0,2016,0.699
Indonesia,"Oil (vegetable, bulk) - Retail",IDR,12495.142482894737,264498852.0,2017,0.704
Indonesia,"Oil (vegetable, bulk) - Retail",IDR,12208.968135136582,271857970.0,2020,0.709
Indonesia,"Oil (vegetable, packaged) - Retail",IDR,13921.506485045045,261850182.0,2016,0.699
Indonesia,"Oil (vegetable, packaged) - Retail",IDR,14428.192785185183,264498852.0,2017,0.704
Indonesia,"Oil (vegetable, packaged) - Retail",IDR,14031.923288712871,271857970.0,2020,0.709
Indonesia,Onions (shallot) - Retail,IDR,39063.47200648648,261850182.0,2016,0.699
Indonesia,Onions (shallot) - Retail,IDR,36698.064350617286,264498852.0,2017,0.704
Indonesia,Onions (shallot) - Retail,IDR,38317.716679059406,271857970.0,2020,0.709
Indonesia,"Onions (shallot, medium) - Retail",IDR,39063.47200648648,261850182.0,2016,0.699
Indonesia,"Onions (shallot, medium) - Retail",IDR,36698.064350617286,264498852.0,2017,0.704
Indonesia,"Onions (shallot, medium) - Retail",IDR,38316.75411678218,271857970.0,2020,0.709
Indonesia,Rice (high quality) - Retail,IDR,12125.629995933457,261850182.0,2016,0.699
Indonesia,Rice (high quality) - Retail,IDR,12148.9046175,264498852.0,2017,0.704
Indonesia,Rice (high quality) - Retail,IDR,12685.9671104,271857970.0,2020,0.709
Indonesia,Rice (low quality) - Retail,IDR,9584.712631643002,261850182.0,2016,0.699
Indonesia,Rice (low quality) - Retail,IDR,9625.386118181817,264498852.0,2017,0.704
Indonesia,Rice (low quality) - Retail,IDR,10407.317847201808,271857970.0,2020,0.709
Indonesia,Rice (medium quality) - Retail,IDR,11019.019175317604,261850182.0,2016,0.699
Indonesia,Rice (medium quality) - Retail,IDR,10983.682288050315,264498852.0,2017,0.704
Indonesia,Rice (medium quality) - Retail,IDR,11555.983629296483,271857970.0,2020,0.709
Indonesia,Rice - Retail,IDR,6065.581266666667,234858289.0,2007,0.643
Indonesia,Rice - Retail,IDR,6368.5,237936543.0,2008,0.646
Indonesia,Rice - Retail,IDR,6691.2295,240981299.0,2009,0.657
Indonesia,Rice - Retail,IDR,8016.357816666667,244016173.0,2010,0.664
Indonesia,Rice - Retail,IDR,9297.75,247099697.0,2011,0.671
Indonesia,Rice - Retail,IDR,10425.833333333334,250222695.0,2012,0.678
Indonesia,Rice - Retail,IDR,10854.166666666666,253275918.0,2013,0.683
Indonesia,Rice - Retail,IDR,11461.25,256229761.0,2014,0.687
Indonesia,Rice - Retail,IDR,12764.583333333334,259091970.0,2015,0.695
Indonesia,Rice - Retail,IDR,10997.523328042327,261850182.0,2016,0.699
Indonesia,Rice - Retail,IDR,11091.243264161849,264498852.0,2017,0.704
Indonesia,Rice - Retail,IDR,14079.5,267066843.0,2018,0.71
Indonesia,Rice - Retail,IDR,14048.5,269582878.0,2019,0.716
Indonesia,Rice - Retail,IDR,11588.128145328721,271857970.0,2020,0.709
Indonesia,Sugar (local) - Retail,IDR,15157.486874228674,261850182.0,2016,0.699
Indonesia,Sugar (local) - Retail,IDR,13585.77743765432,264498852.0,2017,0.704
Indonesia,Sugar (local) - Retail,IDR,14924.733694345237,271857970.0,2020,0.709
Indonesia,Sugar (premium) - Retail,IDR,17348.58700596154,261850182.0,2016,0.699
Indonesia,Sugar (premium) - Retail,IDR,16657.355913333333,264498852.0,2017,0.704
Indonesia,Sugar (premium) - Retail,IDR,16276.536777887983,271857970.0,2020,0.709
Indonesia,Sugar - Retail,IDR,6568.395841666667,234858289.0,2007,0.643
Indonesia,Sugar - Retail,IDR,6536.833333333333,237936543.0,2008,0.646
Indonesia,Sugar - Retail,IDR,8573.354033333333,240981299.0,2009,0.657
Indonesia,Sugar - Retail,IDR,10856.333333333334,244016173.0,2010,0.664
Indonesia,Sugar - Retail,IDR,10816.25,247099697.0,2011,0.671
Indonesia,Sugar - Retail,IDR,11961.416666666666,250222695.0,2012,0.678
Indonesia,Sugar - Retail,IDR,12541.0,253275918.0,2013,0.683
Indonesia,Sugar - Retail,IDR,11782.583333333334,256229761.0,2014,0.687
Indonesia,Sugar - Retail,IDR,12595.75,259091970.0,2015,0.695
Indonesia,Sugar - Retail,IDR,16159.000200176368,261850182.0,2016,0.699
Indonesia,Sugar - Retail,IDR,14914.168651445088,264498852.0,2017,0.704
Indonesia,Sugar - Retail,IDR,12392.583333333334,267066843.0,2018,0.71
Indonesia,Sugar - Retail,IDR,12417.75,269582878.0,2019,0.716
Indonesia,Sugar - Retail,IDR,15463.844549232294,271857970.0,2020,0.709
Indonesia,Wheat flour - Retail,IDR,4782.104933333333,234858289.0,2007,0.643
Indonesia,Wheat flour - Retail,IDR,7089.75,237936543.0,2008,0.646
Indonesia,Wheat flour - Retail,IDR,7379.287033333334,240981299.0,2009,0.657
Indonesia,Wheat flour - Retail,IDR,7216.25,244016173.0,2010,0.664
Indonesia,Wheat flour - Retail,IDR,7235.5,247099697.0,2011,0.671
Indonesia,Wheat flour - Retail,IDR,7372.25,250222695.0,2012,0.678
Indonesia,Wheat flour - Retail,IDR,7441.75,253275918.0,2013,0.683
Indonesia,Wheat flour - Retail,IDR,7780.833333333333,256229761.0,2014,0.687
Indonesia,Wheat flour - Retail,IDR,7895.916666666667,259091970.0,2015,0.695
Indonesia,Wheat flour - Retail,IDR,8016.25,261850182.0,2016,0.699
Indonesia,Wheat flour - Retail,IDR,8068.727272727273,264498852.0,2017,0.704
Indonesia,Wheat flour - Retail,IDR,8260.416666666666,267066843.0,2018,0.71
Indonesia,Wheat flour - Retail,IDR,8392.75,269582878.0,2019,0.716
Indonesia,Wheat flour - Retail,IDR,8487.333333333334,271857970.0,2020,0.709
Iraq,Beans (white) - Retail,IQD,2308.3274159763314,39621162.0,2017,0.685
Iraq,Beans (white) - Retail,IQD,2049.350824074074,40590700.0,2018,0.692
Iraq,Beans (white) - Retail,IQD,2063.7840666666666,41563520.0,2019,0.696
Iraq,Beans (white) - Retail,IQD,2304.3569179245283,42556984.0,2020,0.679
Iraq,Bread (khoboz) - Retail,IQD,100.0,40590700.0,2018,0.692
Iraq,Bulgur - Retail,IQD,1309.5314822222222,42556984.0,2020,0.679
Iraq,Cheese (local) - Retail,IQD,5982.371794674556,39621162.0,2017,0.685
Iraq,Cheese (local) - Retail,IQD,5545.141974691358,40590700.0,2018,0.692
Iraq,Cheese (local) - Retail,IQD,4916.7714880503145,41563520.0,2019,0.696
Iraq,Cheese (local) - Retail,IQD,5494.162735849057,42556984.0,2020,0.679
Iraq,Chickpeas - Retail,IQD,2278.490741111111,42556984.0,2020,0.679
Iraq,Dates - Retail,IQD,2308.157464417178,39621162.0,2017,0.685
Iraq,Dates - Retail,IQD,1894.1807357142857,40590700.0,2018,0.692
Iraq,Dates - Retail,IQD,1800.3472217948718,41563520.0,2019,0.696
Iraq,Dates - Retail,IQD,1884.453616509434,42556984.0,2020,0.679
Iraq,Fish - Retail,IQD,5084.689349704142,39621162.0,2017,0.685
Iraq,Fish - Retail,IQD,3996.636832716049,40590700.0,2018,0.692
Iraq,Fish - Retail,IQD,4374.318657861635,41563520.0,2019,0.696
Iraq,Fish - Retail,IQD,4368.091588207547,42556984.0,2020,0.679
Iraq,Handwash soap - Retail,IQD,2218.649073888889,42556984.0,2020,0.679
Iraq,Lentils - Retail,IQD,2042.7470408284023,39621162.0,2017,0.685
Iraq,Lentils - Retail,IQD,1740.6702018181818,40590700.0,2018,0.692
Iraq,Lentils - Retail,IQD,1533.0267295597484,41563520.0,2019,0.696
Iraq,Lentils - Retail,IQD,1593.0837259433963,42556984.0,2020,0.679
Iraq,Meat (beef) - Retail,IQD,13036.143984615384,39621162.0,2017,0.685
Iraq,Meat (beef) - Retail,IQD,12533.58585818182,40590700.0,2018,0.692
Iraq,Meat (beef) - Retail,IQD,11984.276729559748,41563520.0,2019,0.696
Iraq,Meat (beef) - Retail,IQD,11990.919810849058,42556984.0,2020,0.679
Iraq,Meat (chicken) - Retail,IQD,3893.796843786982,39621162.0,2017,0.685
Iraq,Meat (chicken) - Retail,IQD,3657.159465432099,40590700.0,2018,0.692
Iraq,Meat (chicken) - Retail,IQD,3318.9989515723273,41563520.0,2019,0.696
Iraq,Meat (chicken) - Retail,IQD,3356.4154084905663,42556984.0,2020,0.679
Iraq,Meat (lamb) - Retail,IQD,13737.407407777777,42556984.0,2020,0.679
Iraq,Milk (powder) - Retail,IQD,6556.750493491124,39621162.0,2017,0.685
Iraq,Milk (powder) - Retail,IQD,5148.088477160494,40590700.0,2018,0.692
Iraq,Milk (powder) - Retail,IQD,5290.120544654088,41563520.0,2019,0.696
Iraq,Milk (powder) - Retail,IQD,5739.9862419811325,42556984.0,2020,0.679
Iraq,Onions - Retail,IQD,761.0192599999999,42556984.0,2020,0.679
Iraq,Potatoes - Retail,IQD,821.9344183431953,39621162.0,2017,0.685
Iraq,Potatoes - Retail,IQD,791.5349790123456,40590700.0,2018,0.692
Iraq,Potatoes - Retail,IQD,862.9297691823899,41563520.0,2019,0.696
Iraq,Potatoes - Retail,IQD,718.8091193396227,42556984.0,2020,0.679
Iraq,Rice - Retail,IQD,1657.3674165644172,33864447.0,2012,0.66
Iraq,Rice - Retail,IQD,1773.5898876404494,35481800.0,2013,0.667
Iraq,Rice - Retail,IQD,1878.1391304347826,36746488.0,2014,0.67
Iraq,Rice - Retail,IQD,1928.8431372549019,37757813.0,2015,0.675
Iraq,Rice - Retail,IQD,1980.6899441340781,38697943.0,2016,0.679
Iraq,Rice - Retail,IQD,1689.6311639053254,39621162.0,2017,0.685
Iraq,Rice - Retail,IQD,1709.3191921212122,40590700.0,2018,0.692
Iraq,Rice - Retail,IQD,1693.946540880503,41563520.0,2019,0.696
Iraq,Rice - Retail,IQD,1642.555425,42556984.0,2020,0.679
Iraq,Salt (iodised) - Retail,IQD,612.7810650887574,39621162.0,2017,0.685
Iraq,Salt (iodised) - Retail,IQD,789.8612838509317,40590700.0,2018,0.692
Iraq,Salt (iodised) - Retail,IQD,853.7458075471699,41563520.0,2019,0.696
Iraq,Salt (iodised) - Retail,IQD,800.2551099056603,42556984.0,2020,0.679
Iraq,Sugar - Retail,IQD,1366.132075471698,33864447.0,2012,0.66
Iraq,Sugar - Retail,IQD,1380.3595505617977,35481800.0,2013,0.667
Iraq,Sugar - Retail,IQD,1326.2695652173913,36746488.0,2014,0.67
Iraq,Sugar - Retail,IQD,1078.1078431372548,37757813.0,2015,0.675
Iraq,Sugar - Retail,IQD,1164.31843575419,38697943.0,2016,0.679
Iraq,Sugar - Retail,IQD,1101.9260355029585,39621162.0,2017,0.685
Iraq,Sugar - Retail,IQD,1089.89596,40590700.0,2018,0.692
Iraq,Sugar - Retail,IQD,983.2285113207547,41563520.0,2019,0.696
Iraq,Sugar - Retail,IQD,974.017295754717,42556984.0,2020,0.679
Iraq,Tea - Retail,IQD,5706.139053254438,39621162.0,2017,0.685
Iraq,Tea - Retail,IQD,5821.122427777778,40590700.0,2018,0.692
Iraq,Tea - Retail,IQD,6230.149371069182,41563520.0,2019,0.696
Iraq,Tea - Retail,IQD,6318.180031132076,42556984.0,2020,0.679
Iraq,Tomatoes - Retail,IQD,848.7460556213018,39621162.0,2017,0.685
Iraq,Tomatoes - Retail,IQD,891.4994858024692,40590700.0,2018,0.692
Iraq,Tomatoes - Retail,IQD,951.2877358490566,41563520.0,2019,0.696
Iraq,Tomatoes - Retail,IQD,734.3498816037736,42556984.0,2020,0.679
Iraq,Wheat flour - Retail,IQD,481.48364049079754,33864447.0,2012,0.66
Iraq,Wheat flour - Retail,IQD,471.94943820224717,35481800.0,2013,0.667
Iraq,Wheat flour - Retail,IQD,506.7130434782609,36746488.0,2014,0.67
Iraq,Wheat flour - Retail,IQD,906.343137254902,37757813.0,2015,0.675
Iraq,Wheat flour - Retail,IQD,1010.3826815642458,38697943.0,2016,0.679
Iraq,Wheat flour - Retail,IQD,991.0009863905326,39621162.0,2017,0.685
Iraq,Wheat flour - Retail,IQD,1000.6777775757575,40590700.0,2018,0.692
Iraq,Wheat flour - Retail,IQD,779.9842767295597,41563520.0,2019,0.696
Iraq,Wheat flour - Retail,IQD,853.0780264150943,42556984.0,2020,0.679
Lebanon,Beans (white) - Retail,LBP,2901.578393939394,5178337.0,2012,0.762
Lebanon,Beans (white) - Retail,LBP,3692.952789349112,5678851.0,2013,0.759
Lebanon,Beans (white) - Retail,LBP,4751.106777927927,6274342.0,2014,0.75
Lebanon,Beans (white) - Retail,LBP,3965.290847511312,6398940.0,2015,0.746
Lebanon,Beans (white) - Retail,LBP,3278.9248686868686,6258619.0,2016,0.743
Lebanon,Beans (white) - Retail,LBP,3271.3867595818815,6109252.0,2017,0.75
Lebanon,Beans (white) - Retail,LBP,3119.567474048443,5950839.0,2018,0.75
Lebanon,Beans (white) - Retail,LBP,3406.742160278746,5781907.0,2019,0.745
Lebanon,Beans (white) - Retail,LBP,7157.693950177936,5662923.0,2020,0.726
Lebanon,Bread (pita) - Retail,LBP,1716.0582272727272,5178337.0,2012,0.762
Lebanon,Bread (pita) - Retail,LBP,1715.7786547619048,5678851.0,2013,0.759
Lebanon,Bread (pita) - Retail,LBP,1618.3536736607143,6274342.0,2014,0.75
Lebanon,Bread (pita) - Retail,LBP,1523.9933264705883,6398940.0,2015,0.746
Lebanon,Bread (pita) - Retail,LBP,1507.65373,6258619.0,2016,0.743
Lebanon,Bread (pita) - Retail,LBP,1470.5217391304348,6109252.0,2017,0.75
Lebanon,Bread (pita) - Retail,LBP,1468.1496350364964,5950839.0,2018,0.75
Lebanon,Bread (pita) - Retail,LBP,1476.7262773722628,5781907.0,2019,0.745
Lebanon,Bread (pita) - Retail,LBP,1730.5587044534414,5662923.0,2020,0.726
Lebanon,Bulgur (brown) - Retail,LBP,1674.1253424242423,5178337.0,2012,0.762
Lebanon,Bulgur (brown) - Retail,LBP,1781.9112579881657,5678851.0,2013,0.759
Lebanon,Bulgur (brown) - Retail,LBP,1789.3096848214286,6274342.0,2014,0.75
Lebanon,Bulgur (brown) - Retail,LBP,1754.480074774775,6398940.0,2015,0.746
Lebanon,Bulgur (brown) - Retail,LBP,1695.6266915,6258619.0,2016,0.743
Lebanon,Bulgur (brown) - Retail,LBP,1674.0237288135593,6109252.0,2017,0.75
Lebanon,Bulgur (brown) - Retail,LBP,1609.0033898305085,5950839.0,2018,0.75
Lebanon,Bulgur (brown) - Retail,LBP,1615.3355481727574,5781907.0,2019,0.745
Lebanon,Bulgur (brown) - Retail,LBP,4324.8243727598565,5662923.0,2020,0.726
Lebanon,Cabbage - Retail,LBP,836.0014027027026,5678851.0,2013,0.759
Lebanon,Cabbage - Retail,LBP,903.5267489130435,6274342.0,2014,0.75
Lebanon,Cabbage - Retail,LBP,828.9029165714286,6398940.0,2015,0.746
Lebanon,Cabbage - Retail,LBP,842.4208062068966,6258619.0,2016,0.743
Lebanon,Cabbage - Retail,LBP,851.5841584158416,6109252.0,2017,0.75
Lebanon,Cabbage - Retail,LBP,770.7283950617284,5950839.0,2018,0.75
Lebanon,Cabbage - Retail,LBP,769.0441176470588,5781907.0,2019,0.745
Lebanon,Cabbage - Retail,LBP,1290.5483870967741,5662923.0,2020,0.726
Lebanon,Chickpeas - Retail,LBP,2828.9815592760183,6398940.0,2015,0.746
Lebanon,Chickpeas - Retail,LBP,3108.8670736040613,6258619.0,2016,0.743
Lebanon,Chickpeas - Retail,LBP,3779.3726235741447,6109252.0,2017,0.75
Lebanon,Chickpeas - Retail,LBP,3756.3805970149256,5950839.0,2018,0.75
Lebanon,Chickpeas - Retail,LBP,3096.614503816794,5781907.0,2019,0.745
Lebanon,Chickpeas - Retail,LBP,5048.178707224334,5662923.0,2020,0.726
Lebanon,Cucumbers (greenhouse) - Retail,LBP,1418.6768405555556,6398940.0,2015,0.746
Lebanon,Cucumbers (greenhouse) - Retail,LBP,1453.878662585034,6258619.0,2016,0.743
Lebanon,Cucumbers (greenhouse) - Retail,LBP,1453.9516129032259,6109252.0,2017,0.75
Lebanon,Cucumbers (greenhouse) - Retail,LBP,1323.5081967213114,5950839.0,2018,0.75
Lebanon,Cucumbers (greenhouse) - Retail,LBP,1299.4903846153845,5781907.0,2019,0.745
Lebanon,Cucumbers (greenhouse) - Retail,LBP,1688.3932584269662,5662923.0,2020,0.726
Lebanon,Lentils (brown) - Retail,LBP,2423.2667653061226,5678851.0,2013,0.759
Lebanon,Lentils (brown) - Retail,LBP,2438.2270295964126,6274342.0,2014,0.75
Lebanon,Lentils (brown) - Retail,LBP,2774.0387527027024,6398940.0,2015,0.746
Lebanon,Lentils (brown) - Retail,LBP,2951.1101155,6258619.0,2016,0.743
Lebanon,Lentils (brown) - Retail,LBP,2933.696,6109252.0,2017,0.75
Lebanon,Lentils (brown) - Retail,LBP,2705.3715596330276,5950839.0,2018,0.75
Lebanon,Lentils (green) - Retail,LBP,3245.633962264151,6109252.0,2017,0.75
Lebanon,Lentils (green) - Retail,LBP,2870.154109589041,5950839.0,2018,0.75
Lebanon,Lentils (green) - Retail,LBP,2472.08843537415,5781907.0,2019,0.745
Lebanon,Lentils (green) - Retail,LBP,4985.067164179104,5662923.0,2020,0.726
Lebanon,Lentils (red) - Retail,LBP,3001.400722021661,6109252.0,2017,0.75
Lebanon,Lentils (red) - Retail,LBP,2648.574912891986,5950839.0,2018,0.75
Lebanon,Lentils (red) - Retail,LBP,2355.148275862069,5781907.0,2019,0.745
Lebanon,Lentils (red) - Retail,LBP,5045.575091575091,5662923.0,2020,0.726
Lebanon,"Meat (chicken, whole, frozen) - Retail",LBP,5419.89996313364,6398940.0,2015,0.746
Lebanon,"Meat (chicken, whole, frozen) - Retail",LBP,5047.1693572916665,6258619.0,2016,0.743
Lebanon,"Meat (chicken, whole, frozen) - Retail",LBP,5492.946153846154,6109252.0,2017,0.75
Lebanon,"Meat (chicken, whole, frozen) - Retail",LBP,5534.32967032967,5950839.0,2018,0.75
Lebanon,"Meat (chicken, whole, frozen) - Retail",LBP,5699.762886597938,5781907.0,2019,0.745
Lebanon,"Meat (chicken, whole, frozen) - Retail",LBP,7811.95652173913,5662923.0,2020,0.726
Lebanon,Pasta (spaghetti) - Retail,LBP,268.8066090909091,5178337.0,2012,0.762
Lebanon,Pasta (spaghetti) - Retail,LBP,1863.6885224852072,5678851.0,2013,0.759
Lebanon,Pasta (spaghetti) - Retail,LBP,2453.015544642857,6274342.0,2014,0.75
Lebanon,Pasta (spaghetti) - Retail,LBP,2270.258863063063,6398940.0,2015,0.746
Lebanon,Pasta (spaghetti) - Retail,LBP,2252.9302723618093,6258619.0,2016,0.743
Lebanon,Pasta (spaghetti) - Retail,LBP,1439.8304498269897,6109252.0,2017,0.75
Lebanon,Pasta (spaghetti) - Retail,LBP,1528.5308219178082,5950839.0,2018,0.75
Lebanon,Pasta (spaghetti) - Retail,LBP,1212.8072727272727,5781907.0,2019,0.745
Lebanon,Pasta (spaghetti) - Retail,LBP,2647.192727272727,5662923.0,2020,0.726
Lebanon,"Rice (imported, Egyptian) - Retail",LBP,1814.5789151515153,5178337.0,2012,0.762
Lebanon,"Rice (imported, Egyptian) - Retail",LBP,1887.7939343195264,5678851.0,2013,0.759
Lebanon,"Rice (imported, Egyptian) - Retail",LBP,2032.2759933035716,6274342.0,2014,0.75
Lebanon,"Rice (imported, Egyptian) - Retail",LBP,1867.0738977477477,6398940.0,2015,0.746
Lebanon,"Rice (imported, Egyptian) - Retail",LBP,1754.5790527638192,6258619.0,2016,0.743
Lebanon,"Rice (imported, Egyptian) - Retail",LBP,1915.5069444444443,6109252.0,2017,0.75
Lebanon,"Rice (imported, Egyptian) - Retail",LBP,1913.2260273972602,5950839.0,2018,0.75
Lebanon,"Rice (imported, Egyptian) - Retail",LBP,1927.613559322034,5781907.0,2019,0.745
Lebanon,"Rice (imported, Egyptian) - Retail",LBP,3733.505415162455,5662923.0,2020,0.726
Lebanon,Salt - Retail,LBP,560.7801875,5678851.0,2013,0.759
Lebanon,Salt - Retail,LBP,536.7371290178571,6274342.0,2014,0.75
Lebanon,Salt - Retail,LBP,548.3551175675676,6398940.0,2015,0.746
Lebanon,Salt - Retail,LBP,566.730189,6258619.0,2016,0.743
Lebanon,Salt - Retail,LBP,741.3811320754717,6109252.0,2017,0.75
Lebanon,Salt - Retail,LBP,669.6472727272727,5950839.0,2018,0.75
Lebanon,Salt - Retail,LBP,656.9285714285714,5781907.0,2019,0.745
Lebanon,Salt - Retail,LBP,1325.1146953405018,5662923.0,2020,0.726
Lebanon,Spinach - Retail,LBP,1563.3597759615384,6398940.0,2015,0.746
Lebanon,Spinach - Retail,LBP,1505.5357153061225,6258619.0,2016,0.743
Lebanon,Sugar (white) - Retail,LBP,1533.0460636363637,5178337.0,2012,0.762
Lebanon,Sugar (white) - Retail,LBP,1498.3234609467456,5678851.0,2013,0.759
Lebanon,Sugar (white) - Retail,LBP,1297.4200870535715,6274342.0,2014,0.75
Lebanon,Sugar (white) - Retail,LBP,1001.48589009009,6398940.0,2015,0.746
Lebanon,Sugar (white) - Retail,LBP,1091.7598090452261,6258619.0,2016,0.743
Lebanon,Sugar (white) - Retail,LBP,1358.2293906810037,6109252.0,2017,0.75
